,content,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,segments,answers,poststrat
64ff84f356c5ad001e5e744f,Unsend Texts_RIP Leon,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,Good and interesting ,0.5481587655374175
64ff850d65b6ab001eccbacb,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,Happy about being able to unsend messages!!,1.0172653505087292
64ff85163d0fa3001d5e8448,Action Mode,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,Nice video production and high energy,0.7257933159296215
64ff8517122929001c0ba5a6,Action Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,I love everything about this video! ,0.38838313349731773
64ff852621dc2100227cfa4c,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,Great video ,0.38838313349731773
64ff852f30152d002316e94d,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,I was confused at first but then it was cute and lovable ,0.6423835042089158
64ff85308668d90026816fa4,Action Mode,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,I smiled. It was a pretty cute video and I bet the iPhone 14 is awesome.,0.3806128156086854
64ff85323e8980001d8b5eff,Focus Mode,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,Good,0.6577580067639537
64ff85383d0fa3001d5e88de,Action Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,I like that they emphasized non shaky camera,0.9487222433130538
64ff853aa039ac001e19dbf1,Action Mode,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,False,Excellent ,0.9487222433130538
64ff854130152d002316ea64,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,Like ,1.0172653505087292
64ff854965b2920022bc34c9,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,It wasn’t that attention getting.. I was confused at first.,0.9487222433130538
64ff855430152d002316eaf6,Action Mode,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,funny,0.21167972826640394
64ff855689294c0024ceb984,Focus Mode,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,Fast,1.0628578721862898
64ff855830152d002316eb02,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,great,0.38838313349731773
64ff855a89294c0024ceb98a,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,Boring,1.0172653505087292
64ff855b3d0fa3001d5e8be6,Action Mode,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,False,False,True,"it caught my attention with the music and the action I like that Black youth were featured and that they were dark-skinned Black youth, because from what I understand the industry has tended towards hiring lighter skinned people ",1.342226509521509
64ff8561baf3e7001bab6bbf,Action Mode,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,I loved the action mode on the iphone and liked when they put verizon at the end of the video.,0.9691682402906137
64ff856a89294c0024ceb9c0,Unsend Texts_RIP Leon,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,I just heard a noise,1.5682446372139307
64ff856d89294c0024ceb9c3,Action Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,Loved it!,0.4757907129656329
64ff856eedf2c4002c03694d,Action Mode,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,It was a little entertaining ,0.7051044533690185
64ff8571d4353c001db813bb,Action Mode,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,It was hilarious ,0.5755696140755768
64ff857b65b2920022bc35b1,Focus Mode,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,I like jt,0.6791456188381466
64ff85817d9ac100245bdfe0,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,I didn’t know that I could unsend messages ,0.7051044533690185
64ff858ac3a866002487313f,Action Mode,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,Fun video. Informative,1.342226509521509
64ff858b65b2920022bc35c9,Apple Pay,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,False,False,Good points for Apple pay,2.0233031971084543
64ff8591d4353c001db813c6,Action Mode,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,this ad or video very fascinating to watch,0.6577580067639537
64ff85993d0fa3001d5e8e7b,Unsend Texts_RIP Leon,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,True,"I was sad at first, then very happy the lizard was ok. Cool feature to be able to unsend a msg.",0.6423835042089158
64ff859b32eacc001e1b6e69,Focus Mode,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,True,It was a good video to watch very informative ,0.3806128156086854
64ff859f32eacc001e1b6e6c,Action Mode,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,"It’s a good showing of iphone.
",0.21167972826640394
64ff859f3ed4c0001d5a5f19,Action Mode,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,"Good
",0.5481587655374175
64ff85a52c4f3e001cb643e3,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,It was pretty funny. ,0.9487222433130538
64ff85a932eacc001e1b6e77,Crash Test,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,I loved it ,0.6423835042089158
64ff85a932eacc001e1b6e7a,Apple Pay,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,It was funny and relatable ,0.6577580067639537
64ff85ad65b2920022bc36d4,Apple Pay,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,I have never used Apple Pay but it seems very convenient ,0.4757907129656329
64ff85b0661495002133cbde,Action Mode,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,Nice commercial of Verizon and Apple phone.,1.342226509521509
64ff85b2d4353c001db814ad,Action Mode,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,"The sound/music was somewhat annoying, but I liked the way the video got the message across.",2.63175716176894
64ff85b3baf3e7001bab6c48,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Great ,0.4757907129656329
64ff85b632eacc001e1b6e87,Crash Test,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,Good ,0.6577580067639537
64ff85b721dc2100227cfab4,Focus Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,Great ,1.0172653505087292
64ff85ba32eacc001e1b6e8f,Focus Mode,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,Nothing special ,1.571394588683669
64ff85bbbaf3e7001bab6c7f,Focus Mode,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,The video had good visuals ,0.6577580067639537
64ff85bd2c4f3e001cb643f3,Action Mode,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,Cute and what kids would do,2.458023150258028
64ff85c83d0fa3001d5e8ffe,Action Mode,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,Loved it. ,1.342226509521509
64ff85c93d0fa3001d5e9001,Unsend Texts_RIP Leon,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,This is actually one of my favorite ads I’ve seen. It’s a cool video and this feature is basically a lifesaver for me.,0.3806128156086854
64ff85cd3aabc700200478c5,Action Mode,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,I think it’s a very funny commercial plus shows how supportive this mother is of her son.,1.55353516983394
64ff85cd6118f800248c02ed,Action Mode,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,It was something different.  ,1.3605847381374994
64ff85ce3aabc700200478c8,Action Mode,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,It was a very good and interesting video,1.55353516983394
64ff85d3a039ac001e19dcad,Action Mode,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,Great illustration of phone’s benefits ,1.710147877462263
64ff85d53d0fa3001d5e901d,Action Mode,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,It's innovative ,1.0628578721862898
64ff85d5a039ac001e19dcb0,Focus Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,"Let's me know I need an iPhone
",0.5990998502756476
64ff85edc3a8660024873180,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,False,This is so true!!!,1.0172653505087292
64ff85f1b5afe3001d4d8175,Crash Test,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,True,True,True,False,False,I like the music too ,1.6403739994104467
64ff85f6c3a8660024873191,Apple Pay,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,The video had good jokes and humor although it may have seemed sorta confusing lol,0.3806128156086854
64ff85f86118f800248c0328,Action Mode,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,"Great video, i love apple products",0.7015633853534847
64ff85fa32eacc001e1b6eea,Focus Mode,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,I liked the chasing take ,1.0172653505087292
64ff85fbb5afe3001d4d817e,Crash Test,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,It was fine. Very bland. ,1.0288952964374773
64ff85fe32eacc001e1b6ef2,Action Mode,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,It was a good video quick and to the point ,1.0172653505087292
64ff85febaf3e7001bab6d8c,Apple Pay,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,They are extremely good and perfect for you and me ,1.0288952964374773
64ff86033d0fa3001d5e9109,Apple Pay,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,I guess a good way of saying sliding a debit card is outdated. I dont think it really is though ,1.0288952964374773
64ff8604c3a86600248731df,Focus Mode,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,It was a cute ad that did it's job well.,1.342226509521509
64ff86063aabc700200478f7,Action Mode,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,Strange,2.63175716176894
64ff860689294c0024ceba77,Crash Test,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,The song made it hilarious and memorable ,0.4757907129656329
64ff8608c3a8660024873200,Focus Mode,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,It told me nothing about the phone. It was kind of a waste of time.,1.3605847381374994
64ff860bbaf3e7001bab6df1,Action Mode,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,I love the set up on the whole thing! Especially the way it was lots of movement while the camera was able to still have a clear focus that was wonderful to me. ,0.5481587655374175
64ff860c3ed4c0001d5a5f24,Action Mode,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,It was inspiring to get a new phone ,0.7015633853534847
64ff860e8668d90026816fb4,Action Mode,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,It was great ,1.5682446372139307
64ff86102c4f3e001cb64418,Focus Mode,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,I have a an Apple phone and I love it.,1.0288952964374773
64ff86113ed4c0001d5a5f2c,Apple Pay,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,It was funny. I liked ut,1.710147877462263
64ff861b89294c0024ceba7a,Focus Mode,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,I thought it was a fun commercial.,1.342226509521509
64ff861c3d0fa3001d5e9198,Focus Mode,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,It was engaging and made me curious. ,0.9487222433130538
64ff861cbaf3e7001bab6e49,Apple Pay,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,I think it was very funny ,0.5668333811133799
64ff861f32eacc001e1b6f22,Crash Test,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,It was a good video ,1.8973335814507304
64ff861fbaf3e7001bab6e57,Crash Test,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,"Once I saw the phone, I thought it would be for telling people to pay attention to their driving. ",1.342226509521509
64ff8622c3a8660024873297,Apple Pay,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,It was important ,0.6577580067639537
64ff8625baf3e7001bab6e83,Action Mode,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,Very funny and entertaining ,2.63175716176894
64ff8626baf3e7001bab6ea1,Apple Pay,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,"From now on, everywhere we go to use apple pay.",0.6577580067639537
64ff862789294c0024ceba85,Crash Test,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,Why would you create this? ,1.0288952964374773
64ff862789294c0024ceba88,Action Mode,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,its cool .. you see the mothers dedication and support to her son ,0.5755696140755768
64ff862abaf3e7001bab6ea9,Crash Test,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,I like the wallpaper on his phone and how it went on beat with the music lol!,1.571394588683669
64ff862c89294c0024ceba8e,Crash Test,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,Cute character ,1.6238865863127185
64ff8632b5afe3001d4d8198,Focus Mode,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,A great service ,1.0366543693116297
64ff863665b6ab001eccbcee,Focus Mode,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,It was cute. Great feature to the phone. ,1.0172653505087292
64ff863832eacc001e1b6f41,Crash Test,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,Love the character ,0.9487222433130538
64ff863e65b6ab001eccbd00,Focus Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,True,False,False,I don’t know what was the point ,0.9487222433130538
64ff864065b2920022bc37ee,Apple Pay,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,The overall features and quality ,1.0288952964374773
64ff864489294c0024cebaac,Apple Pay,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,Funny ,2.0233031971084543
64ff8645baf3e7001bab6f24,Crash Test,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,Very good ,0.6423835042089158
64ff864765b6ab001eccbd1d,Focus Mode,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,It was confusing and doesn’t give out any ideas about what the commercial really meant. I’ve seen better Apple commercials ,0.3806128156086854
64ff864aedf2c4002c0369ee,Focus Mode,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,I like that it was fast paced and to the point.,1.9558846048091567
64ff864dedf2c4002c0369f4,Focus Mode,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,Just seems annoying ,0.5668333811133799
64ff864ebaf3e7001bab6f45,Focus Mode,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,"I enjoyed it because I’m
familiar with the brand ",0.6577580067639537
64ff8653661495002133cc1a,Apple Pay,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,"Funny video, shows how Apple Pay is quick and easy. ",0.6577580067639537
64ff866e6118f800248c036a,Focus Mode,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,It made me wonder what the people were afraid of and hiding from or running from.,2.0233031971084543
64ff86713aabc70020047921,Crash Test,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,Wow. A stunned crash test dummy.  Bad rollover accident. Crash detection warning by way of Apple Phone and AT&T. ,1.710147877462263
64ff8674baf3e7001bab6f52,Apple Pay,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,I will feel super annoyed if I am the lady in the video .,0.9487222433130538
64ff867830152d002316edaa,Crash Test,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,True,I've heard it before,2.0233031971084543
64ff8679baf3e7001bab6f5a,Focus Mode,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,curious what it is about,1.0366543693116297
64ff867c56c5ad001e5e750c,Crash Test,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,I did not know my phone did this ,0.6791456188381466
64ff867f56c5ad001e5e7517,Focus Mode,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,It was good,0.6423835042089158
64ff867f56c5ad001e5e751a,Apple Pay,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,I like this ad,0.4757907129656329
64ff8686661495002133cc32,Focus Mode,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,It wasn't entertaining ,1.0172653505087292
